,text,sentiment
14738,ants lollipop,neutral
14739,thank love word crikey like sayin,positive
14740,husband go bed miss tuesday,negative
14741,top radio station fresno,neutral
14742,still work music grade outside deck sun behind big gray cloud,neutral
14743,try day werent give use,neutral
14744,peter follow oh fun europe,positive
14745,wal mart orientation work seriously suck,negative
14746,ay buti pa kayo uy thank,positive
14747,oh dear thats good hope get smile,neutral
14748,ahhhh think rain gonna begin shortly,neutral
14749,really scary noise come outside,negative
14750,oh know cancel pm oxford paddington every friday even staff shortages,neutral
14751,puppy want adopt yesterday guess dog get little brother anytime soon least shelter,neutral
14752,class till wish rain would go away,neutral
14753,buff guy unfortunatly alot people dont know danny name either sad sophie sweet,neutral
14754,extra night pasadena sergi baby cuz miss train riverside,neutral
14755,wish ya belgian time sleep time diff suck take,negative
14756,im sorry fail,negative
14757,plz dont fall love tokyo never come home,neutral
14758,ride bmx beach burgas careoke night,neutral
14759,bif love buliding,positive
14760,ease use better camera sync w itunes smaller look storm eye appeal clunky,neutral
14761,love new mother day snl digital short mother lover oohhhh cornyness,positive
14762,back nyc convince move les fall,neutral
14763,star war day know thing may force,positive
14764,ned go beathroom know reach find clothe need walk outsie get bathroom ok night ok daylight,neutral
14765,halla miss haloom dear fine far eeem worry rationale project allah eyaseer inshallah,neutral
14766,duuuude tim say make red vs blue animate series either adult swim g hope coz g,neutral
14767,laugh read happen glad alice shower see go worry,neutral
14768,hahahahahahahahahahahaha love actually mad crave lately though,positive
14769,jolene try next days yuk lol n e thing poppin sn,neutral
14770,tall legs pain,negative
14771,yummy thank strangely quiet kid downstairs harass lance,neutral
14772,hungry even funny,negative
14773,link work,neutral
14774,nickchien happy break twitter virginity two,positive
14775,miss se asia come visit us time,negative
14776,hey sorry get touch sooner go bologna way,negative
14777,actual gonna need new job want,neutral
14778,awww daddy get car accident pray shake n lil,negative
14779,trouble try one company buy house,negative
14780,ah let start work livingroom come,neutral
14781,june go long lonely month,negative
14782,im still pjs haveto get dress cuz im go see dance ice live,neutral
14783,last full day even day class little sad,negative
14784,g night,neutral
14785,pick couple toy tonight mm f yay weekend though,positive
14786,wassup bad day good,negative
14787,work hours saturday sunday atleast phone keep company,neutral
14788,fab break,negative
14789,graduate sunday june th,neutral
14790,x haha sound like lizzie l get sister older like argh time,negative
14791,looooove star trek run family,positive
14792,oh yah dad landline,positive
14793,http twitpic com jj j birthday breakfast yummm chai apple fritter,positive
14794,sooo long twitter cuba,neutral
14795,expecto patronum nothing happen,neutral
14796,eeee hiya speak age enormous hug,neutral
14797,cupcakes busy wowsa okay pizzas gonna sorry,negative
14798,sound good appreciate suggestion week still offline time ask refund,positive
14799,wine drink plenty forbid cholocate,neutral
14800,know already week behind ff try get one today call work hrs early due problems busy day,negative
14801,let first,neutral
14802,dont know tire today bye time beddy,negative
14803,beer pong jess,neutral
14804,saw baby blue regal word slab write huge letter side hahaaaa,neutral
14805,cute time twitpic,positive
14806,woo nachos ice cream haha,neutral
14807,dj little tune want www soompiradio com,neutral
14808,milan retardeddddddd anyone wanna see paint pic,neutral
14809,still hospital unexpected complications,neutral
14810,bad luck oh well next time lucky,neutral
14811,roy tell facebook minus everything status update,neutral
14812,thank try behave,positive
14813,hey honey bear goooooooo puhleeezeee,neutral
14814,wake hopefully go see xmen film today,neutral
14815,head beaumont,neutral
14816,happy mother day love mommy,positive
14817,morning early travel today game reli happy bro come watch x,positive
14818,tooth bloody kill sure wait next week get fix,neutral
14819,mac users completely give google chrome,neutral
14820,go sleep baby,neutral
14821,thank follow,positive
14822,font huge small fonts rock sock,neutral
14823,love baby,positive
14824,would know pack make poor lauren,negative
14825,anymore exams days leave relized bad thing good thing dont know,neutral
14826,almost lunch time,neutral
14827,bill absolutely fantastic programme love cow bell bite towards end,positive
14828,reply gorgeous hot pink shoe,positive
14829,wish sluttin w waaaaaaaaahhhh,positive
14830,sure miss chick tho may rip,negative
14831,one watch justin timberlake snl greattttt hilarious,positive
14832,listen music friend,neutral
14833,ayoko na say tagalog cuz idk anymore,negative
14834,oh god watch claire escape really quite sad,negative
14835,nice night bed time work tomorrow,positive
14836,hate cancer hate hate hate,negative
14837,haha def rob bank could get swedish fish world,neutral
14838,get back ahem meal bore eat nonetheless,negative
14839,reply would make life reply usually people call tell willblok,negative
14840,please,positive
14841,andrew idea rest think ben princeton could fun lol go late,positive
14842,first yes frank zappa,neutral
14843,know feel work much suck hardcore need hang soon,negative
14844,feel well,negative
14845,every time rain see least ambulance,negative
14846,lovin clean shave mr flower look young remind get old,positive
14847,hate get put steroids face,negative
14848,cool actually believe begin jail sentence arkansas,positive
14849,saw new star trek movie day strongly recommend,positive
14850,yeah closer secret stumble,neutral
14851,need write really bad someone go get diary flat,negative
14852,sure would know,neutral
14853,come chile ac dc would fine,neutral
14854,good morning welcome new followers,positive
14855,lie bed favorit girl world happy mommys day,positive
14856,ugh boom boom pow stick head hate song,negative
14857,exactly silent treatment great torture method,negative
14858,farm best rid get,neutral
14859,feelin depress miss soo fcking much besties wish wouldnt leave yt,negative
14860,prowse get christmas card last year wish money right save apartment,neutral
14861,would look forward see tonight go,positive
14862,everything near sg point sana hindi sa jurong east ang office ni,neutral
14863,super happy new interest rate whoop whoop,positive
14864,use external track ball laptop seem excessive totally efficient,positive
14865,im loner haha suck,negative
14866,badbooks know bother,negative
14867,slow get tix,negative
14868,blogging http tolife us mention link contest might win free book two,neutral
14869,yeah tell stanley time want slap girls icky encoraging bad behavior,negative
14870,totally waitin somethin new think provoke mj name,positive
14871,tummy hurt,negative
14872,way many people cry school picnic decide want go back go public confuse sad,negative
14873,thats weeks away im sure get tweet night,neutral
14874,bite excite u bradie lol,positive
14875,mostley yellow green,neutral
14876,bum didnt get see manchester orchestra bc sell spend night buy tv show itunes lame,negative
14877,back miami miss south beach,negative
14878,first sport banquet without katie,neutral
14879,yay thank feel like ur yell us lol,neutral
14880,nice meet best bring along,positive
14881,lol true keep eye arent tech savvy alright thus far,neutral
14882,well sound delicious lay patio tom sans pool enjoy burgers,positive
14883,dinner yummy still super tire things go enroll college,neutral
14884,figure strong guy suppose put heavy things top shelve ouch,negative
14885,saw ucla bookstore convince every single major university better bookstore fun far,positive
14886,crazyangel oh noooo get,negative
14887,rain,neutral
14888,haha yeah mean mall wink back,positive
14889,day tomorrow carla come school,neutral
14890,welcome new followers thank love tweet,positive
14891,love u love mr player come visit miss u girls,positive
14892,awful breezy good thing sell blanket,neutral
14893,miss concert tuesday already really like time machine go see fun,neutral
14894,need dye hair see slight hint ginger,neutral
14895,world lol poor cubbies brewers roll rangers lose leaf win,neutral
14896,like morning sometimes know exactly best def figure happy moms day,neutral
14897,home get ready back work monday maternity leave,neutral
14898,hi serena want say good luck madrid paris month,positive
14899,get one usb key without fancy package,neutral
14900,yeah pass last week sad,negative
14901,lol sun hide hes lie hows,neutral
14902,knw maan gonna say thing would become omelettes others would become chapathis,neutral
14903,want wish mom happy mother day,positive
14904,thank tweet,positive
14905,beanz sorry hear tina,negative
14906,want im c say wanna make exception,neutral
14907,hey thing weekend kiddos gotta love ikea,positive
14908,indo girl thai traditional clothe object tourist wat arun,neutral
14909,whoa alcohol win get buzz price,negative
14910,sleep suck one day sleep get go shop mom ugh,negative
14911,plan take flight go tonight sink hudson since work morning stupid bird strike,negative
14912,mom cars break feel violate,negative
14913,twas good show even like ciara last song time go bed g night,positive
14914,ugh infamous xbox lame ps,negative
14915,great stuff wait hear,positive
14916,hommmmmme good day,positive
14917,spend day bridget small thing get wind fart lot oh yeah baby slightly broody,neutral
14918,make leadership buttt still happy enjoy without best friend,negative
14919,hi mel feel unhappy take bite fry overdo help,negative
14920,haha course favorite album time,positive
14921,im upset u us weekly uncle work apparently didnt know big fan,neutral
14922,anyone dreamwidth spare invite code lie around could please spare one pretty please,neutral
14923,mean mamas,neutral
14924,never see wall e confuse idea guy talk hehe though,neutral
14925,hey round round next week,neutral
14926,wake walk room bug fly eye,neutral
14927,want work tomorrow feel good felt good days body need rest mind win slow,negative
14928,look forward lsat,neutral
14929,enjoy great sunshine indoors feel good today,neutral
14930,stupid msn wont sign,negative
14931,gutter ruby get eliminate nzntm support locals haha hosanna better win,neutral
14932,http twitpic com wh mommys gummy mother day posterrr,neutral
14933,one favorite quote ever,positive
14934,give year old golden retriever away another family today sad http bite ly,negative
14935,go girl start day right gotta love,positive
14936,say leave yesterday win see house anymore get back tear tear,neutral
14937,thank well wish hope ur day also quite successful,positive
14938,update latest version adium great app,positive
14939,happy juddday everybody,positive
14940,sit outside laptop kinda nice,positive
14941,lia grab way work,neutral
14942,home work need continue pack raerae go weekend mya hang,neutral
14943,speechless,neutral
14944,ooh know hold hand,neutral
14945,go post office try sort whole ebay hacker thing,negative
14946,think u go tummy suppose feel better worse,neutral
14947,http twitpic com square b sad well square crochet bee poly fibe,negative
14948,get pedicure love massage include leg arm foot massage today,neutral
14949,brain hurt,negative
14950,good night fellow twitterati back work tomorrow,positive
14951,awake hours ago check twitter,neutral
14952,want wish everyond happy mother day hope great one,positive
14953,dagnamit latest power twitter update pant clickable link,neutral
14954,smash pinky julia car door life,negative
14955,new neighbor move give brazil presentation shouldve give wed people go overtime,neutral
14956,chill home,positive
14957,work,neutral
14958,clearly busy take care sure fine take one know one,positive
14959,go di bella coffee roasters today ask job person need speak holiday fb,neutral
14960,trail streets sheffield find pub number landlines go,neutral
14961,dedicate next hours clean house,neutral
14962,sunday mother day,neutral
14963,http bite ly hqe translate xmind language,neutral
14964,happy mother day,positive
14965,happy mothersday btw look bright side chill day today,positive
14966,bore vector work class,negative
14967,fever dont feel work,negative
14968,finish work,neutral
14969,redirect update post website massage dk next item publish next item pulish,neutral
14970,busy even get talk please tell get lipstick,neutral
14971,call ripstick job sell lot,neutral
14972,sorry hear,negative
14973,hey boys wanna see teeth twitter wanna change picture,neutral
14974,hug sad really mess,negative
14975,sun change default icon plan,neutral
14976,password san diego show mine work,neutral
14977,finish watch movie mirror like really didnt anything ten give cool http g,positive
14978,haze aww sorry ray wise appear show yet watch everyday except friday best aots,neutral
14979,,neutral
14980,looove guitars play think sound magnificent better,positive
14981,poor little mba fire,negative
14982,g mornin,positive
14983,mind automatically wake huge fail summer good morning nonetheless gonna get ready work,negative
14984,gotta assignments tomorrow omg mackillop swine,negative
14985,bhb go concert remember derek mark host miss see bhb grove,negative
14986,hectiv runny around women goof make surprise,neutral
14987,monday mornin back work today good thing live job,positive
14988,throat reallyyyyy sore barely talk,negative
14989,new college project want share hey mr bartender college project http bite ly ba nf,neutral
14990,ugggh nice want work back dancers,neutral
14991,u try taco n mac n cheese pizza cravin right good food make sick,neutral
14992,ping pong tomorrow,neutral
14993,mum day end happy day anything,positive
14994,haha check site get good ones,positive
14995,sound like best sort work jenni seem lovely nice hear meet flesh,positive
14996,gettin ready school new converse come today,neutral
14997,baby drink god love,positive
14998,sun burn today arm look angry party tonight tho babes woop,negative
14999,nicole wow lucky happy birthday,positive
15000,vineri nimic special sau probabil un alt weekend pierdut,neutral
15001,western digital caviar black tb sata ncq mb way,neutral
15002,make madeleines need bake sale something god boredom need something bake,neutral
15003,want one wanna give one,neutral
15004,ah help friend move defo well deserve pint sure,positive
15005,clamp haha,neutral
15006,omg whats dirty letter danny everyones absolutely none business still feel leave lol,negative
15007,ub bring cup http blip fm af,neutral
15008,wish gm stock would turn around cents share would buy know would something,positive
15009,thank like please leave comment subscribe chicago another great musical thank support,positive
15010,good flora,neutral
15011,tv shite thank god youtube,neutral
15012,anychance get matthew give shout mum sarah mother day saw ghost girlfriends past today,neutral
15013,absolutely,neutral
15014,im well bore great half term dont wanna go back school monday enjoy hot weatler lo l,neutral
15015,likewise know anyone use gtalk like hold much hope,negative
15016,back work migraine linger wait weekend,negative
15017,gonna wear pink outfit assume buy,neutral
15018,go look refrigerator taste snack eat,positive
15019,treat mom like queen cuz,positive
15020,wish hr nap let talk rachel get one lol,neutral
15021,course come boise,negative
15022,boss las vegas th p p conference pfff,neutral
15023,although drama move forward smile count bless everyday action speak volumes sooo inspire,positive
15024,far absolutely perfect great view directly across elevators ice machine impecible weather need bike,positive
15025,rigby well neck hurt move massage massage u lol,neutral
15026,tweet often draw followers,neutral
15027,trick good next months go awesome,positive
15028,http twitpic com twh never happen orange blinky light think break battery,negative
15029,wake clean camera gear last nights wed really go back sleep kid awake,neutral
15030,lol yea fondue point chocolate lava cake really want wont im mon fri babes,neutral
15031,new phone sync computer need number,neutral
15032,make sad follow someone converse similar bios follow back,negative
15033,keep fall asleep suppose awake miss babyy,negative
15034,love polaroid shame make film anymore,neutral
15035,im ac house break,negative
15036,yes soak sure gonna fast n furious one show year reason revel moment,positive
15037,great day apart fact buy usb hub soon plug break tesco,neutral
15038,ah remember days sleep noon well guess today god feel like loser,negative
15039,waitin fall boy,neutral
15040,new cd lovely,positive
15041,weather outside weather hahah make feel better,positive
15042,get home sunshine coast,neutral
15043,headin home refresh mind soul justa lil bite bac reality,positive
15044,lock abroad make bein half brown good risk mgmt travelin rd world blend feel sorry hostage magnet white pepo,negative
15045,youl ever,neutral
15046,hehehehe oh love purate english sooo much,positive
15047,really feelin well,negative
15048,hey danny u run already hope good day love,positive
15049,go,neutral
15050,take advice enjoyable small alone would come lol,positive
15051,hey,neutral
15052,pooof nirvana work http myloc tdl,neutral
15053,get back baby sit go well,positive
15054,yeah go last month amaaaazing bring back,positive
15055,oh lot put desk years guess would ok back lol,positive
15056,aw sad give ginger little pat head mwah,negative
15057,might one accuse guy one side issue get way way hand,negative
15058,alredy chocolate impossible resist,positive
15059,feel nauseous sleep,negative
15060,super stress,negative
15061,manage breathe since get news,negative
15062,ugh hate degree weather,negative
15063,oh hey look north korea go kill us least us,negative
15064,weirdest dream ever see owi credo brighi hate guy,negative
15065,happy birthday david,positive
15066,finish sunday clean wait read next chapter kiyosaki book hire cleaner,neutral
15067,suse,neutral
15068,surround negativity good thing fly guy give hope something better thank u jesus,neutral
15069,think mess back like day,negative
15070,pantry,neutral
15071,commies finest youtube blogger block china update us china great wall conquer,positive
15072,awww meee haha gonna make saddd,neutral
15073,ah haha excite ever come australia definitely gonna movie night fyi,positive
15074,trouble think help wrists,negative
15075,start new week tons new photos take edit yay,neutral
15076,early,neutral
15077,think may time lemsip soon cold really suck,negative
15078,could extra ticket plus two twitter giveaways get next time,neutral
15079,hangin fam head hurtin,negative
15080,step show fantabulous hi sis group win nd division nd show overall whoo,positive
15081,http tinyurl com c ffv thats im make dinner yummy,positive
15082,god open cloud say hate josh,negative
15083,yet couldnt get pic wasnt allow win pass carpet premiere pic still wit,positive
15084,sweet livin saturday night,positive
15085,wish still jam,positive
15086,really need mind business eat disorder reason people vomit assholes,negative
15087,go bed night,neutral
15088,http twitpic com l girrrrrrrrlll go miss bad,negative
15089,haha want another bagel blueberry cream cheese leave bagel,neutral
15090,drop biscuit tea,neutral
15091,know make late night call india team members picture struggle message thank,negative
15092,lotsa water already dark,neutral
15093,get rain devon horse show head desk,neutral
15094,tiny phd bigger keep taunt,neutral
15095,seriously underrate porridge best breakfast world ever need gloopy long make right,neutral
15096,exact moment decide point life go adopt child,positive
15097,sick daddy send prayer way,negative
15098,wow must sooo cool,positive
15099,benson love macaramber,positive
15100,sick sick sore throat flu,negative
15101,doin tell tell,neutral
15102,know statue venetian real man scream loud everyone laugh,neutral
15103,thanx peep follow,positive
15104,tina adriii guy literally go sydney june july hols meet wanna try one lindt cafes,neutral
15105,know write anymore mind must tire past midnight already tour philippines,negative
15106,go shiggity shwa back sunday,neutral
15107,get back bbq get sunburn legs well sore,negative
15108,heir draft,negative
15109,hahahahah would chief contributors lol,neutral
15110,often pay wait,neutral
15111,imagine would say bitch lol haha im cuz ur cool,positive
15112,go bro tonight brett,neutral
15113,see u couple time like,positive
15114,feel really sick puke gut help please,negative
15115,meet discussion colour bikeshed,neutral
15116,pour outside clean locker bookbag heavy back arm kill,negative
15117,try soo hard toget want always end goose egg,negative
15118,fan certainly attractive like pink canucks,neutral
15119,vote hope vote white blank name mr twitter funniset,positive
15120,bow glad service,positive
15121,whole time ton things u would believe u listen let prove blve,negative
15122,finish book nudge go write,neutral
15123,one rub,neutral
15124,ha ha much thank start follow,positive
15125,ok official old least feel likewise old tiredd waste,negative
15126,dude dia e eu tenho curso na drc flash expert,negative
15127,wow ever notice twitter thousands followers yet follow handful actually less two hand peep,neutral
15128,ohyeahhh hate heat http twitpic com,negative
15129,order new computer unfortunately win get end june,negative
15130,make smile get better believe,positive
15131,work close file,neutral
15132,expect one man band release sometime next week,neutral
15133,really ought pay attention phone tweet sure moives better,positive
15134,whoop get sunburnt,negative
15135,perfect practice make perfect,positive
15136,wake shop today birthday kinda,neutral
15137,thompson u may need pill think u crazy take mine,negative
15138,head xs nadia yeee,positive
15139,never try ftp use fireftp firefox browser addin mention support site though,neutral
15140,damnnn day come fast cherish moment,positive
15141,dont care kind graphics engines video game nowadays nothing compare oregon trail carmen sandiego,neutral
15142,hmmm think take back feel better morning think speak early,positive
15143,dang need go cousins didnt upload videos need later,neutral
15144,hurt leave knee somehow last night hurt walk,negative
15145,night talk victor bore night grrrr hate,negative
15146,selfupdate clean ruby fix part fail rb rubygems,negative
15147,shop beckyyy go starbucks minute,neutral
15148,pugged ready go device update feel free bombard time time actually get something,neutral
15149,back gym checkin email gonna go watch old movie something little cool sit outside read,neutral
15150,like new profile pic cute,positive
15151,emilyy guy bomb haha,neutral
15152,get back see star strek,neutral
15153,haha say two weeks please continue bre great,positive
15154,lol try take old man eh good hehehe cute,positive
15155,fun get retweeted bot,positive
15156,bug cod go forum reg let know work,negative
15157,family imna crash wake days row lol,negative
15158,thank,positive
15159,get additional free day,neutral
15160,great day another one await,positive
15161,happy mother day hug,positive
15162,miss iron chef,negative
15163,cullen nice hear love best friend sister hug u,positive
15164,hehe never thorw shoe listen varsity fanclub surprise surprise sway sway baby awesome,positive
15165,guy serious question song like cds honest know win reply maria,positive
15166,http twitpic com niceee hey never get stickersss,neutral
15167,revisingg,neutral
15168,hours find good star trek film j j really ticket cost euro hope worth,positive
15169,man cant belive everything look good,negative
15170,feel pound lighter,neutral
15171,much work,negative
15172,holllaaa dont know ur im try finish work school bout go bed though,neutral
15173,yeeh also thing drummers basically guy play instrument sing im p,positive
15174,crave something salty mouth tire pretzels tho,negative
15175,yw get really hot middle summer like right perfect less hour away,positive
15176,indeed live life edge things one foot foul law,negative
15177,http twitpic com uzx haha head bigger awwwh lol,positive
15178,minutes im work guess go back work minutes slow today thank god one days,positive
15179,oh celebrity ding dong age,negative
15180,bgt aw bless stomach sink first whimper good try carry nice simon take charge,positive
15181,happy mother day mother,positive
15182,please forget us,negative
15183,new toy,neutral
15184,work drop line would love talk,positive
15185,blast sale today one pair cord mis size tho still worth might come back tomorrow thank,positive
15186,damnit neither win,neutral
15187,say k ge last day job today wont say around anymore,neutral
15188,wow officially life month lol friends dont believe say need book advance,neutral
15189,finally finish topic quick revision break far heath change conservative party,neutral
15190,flordia u send picture shrits saw ur update facebook,neutral
15191,good remember twitter thing sorry everybody leave tibet today head cold,negative
15192,harley pass away december http apps facebook com dogbook profile view,negative
15193,sooooooooooooooooo need see u im bs real deadass lmao,neutral
15194,get home want read last chaper break dawn cause dont want beover,neutral
15195,great honey base recipes kid download http twurl nl ltlny join fun honey week,positive
15196,mmm btw talk go,neutral
15197,sadly bprohibiting tweet tonight sorry,negative
15198,sound good patch bring,positive
15199,much better instant,neutral
15200,far sick sing get post nasal drip sore throat send sorry win email,negative
15201,fun twitpic purple hair,positive
15202,know hhrs,neutral
15203,still work database try decide want eat,neutral
15204,make pork stir fry brown rice dinner,neutral
15205,oh men mood go home tomorrow wanna w family birthday,negative
15206,last day dma million sad face,negative
15207,ideas tempat apa yang pal cocok jupiter seru juga,neutral
15208,yes otherdad wait go back sleep cause mischief,neutral
15209,ouch wait long get eyebrows wax,negative
15210,work allll weeekend,neutral
15211,com ohhh get think miss pistons really hope joe cook something big,neutral
15212,didnt win continue try keep give away fabulous watch cant wait win,positive
15213,think may cry sell civic longer mine,negative
15214,realise long since last tweet know say x,neutral
15215,amaze time mommas tomorrow show much mean whatever love,negative
15216,caww sound good hope right,positive
15217,mandm helaas en thank,positive
15218,one lactose pill enough coffee oopse,neutral
15219,try dm follow us,negative
15220,days till brighton,neutral
15221,call customer care try enter wrong pw see result invalid user name password,neutral
15222,woohoo broom isnt standards seatbelt mine whisper like swiffer,neutral
15223,admit colin firth groupie point,neutral
15224,wassup beautiful follow peep new hit single www myspace com ipsohot def wat u video,neutral
15225,dead meet stranger min ago stalk store,neutral
15226,aw latest selenagomezlast day shoot goodbye canada,neutral
15227,ha unfortunatelly norway big family happen therefore need old hit,negative
15228,take nearly days figure cause mic problems euruko hold mic bottom,neutral
15229,even fat huh friggin huge freak,neutral
15230,rain miss rain much grateful,neutral
15231,calculator make lot little algebra baby today,neutral
15232,might end like poor bus driver kinda weird wish today,negative
15233,happy mother day mom,positive
15234,rain,neutral
15235,jerk go dammit frank suck bad,negative
15236,good morning twitts another gloomy day nyc,positive
15237,last day back work tomorrow,neutral
15238,hey good see follow would nice photo,positive
15239,time reissue albums vinyl yesss would fab fab fab,positive
15240,j jess post hawt pics board j u check,neutral
15241,bad newss,negative
15242,go watch brand new episode hill cant wait,neutral
15243,anytime ya gonna late,neutral
15244,hope,neutral
15245,im go send twit folk,neutral
15246,diaz notice men kid store sit head church sing choir st nd service,neutral
15247,glad friday get work tire,neutral
15248,archetype thing comm class study archetypes popular media read link thank,neutral
15249,worry cousin son,negative
15250,watch big brothes big quiz rather tiredd download dvd wait till finish till go bed,negative
15251,happy star war day may th,positive
15252,tweeeeeet good morning twitterland go work need keep pack clean flat move minus one day,positive
15253,warm wet spend day carpet clean yacht,neutral
15254,red blue,neutral
15255,talk lates,neutral
15256,best get revise da weekend get exam monday hours,neutral
15257,loic need build scheduler let us post sleep,neutral
15258,stu actually severly sunburnt hurt,negative
15259,ahh everyone today take sunny weather except might go watch tv,neutral
15260,everythings fine,positive
15261,go garden centre today funn currently drink egyptian spice tea watch hollyoaks,positive
15262,nat twitter acct,neutral
15263,win feel guilty like revise stuff today haha,positive
15264,days look better better betterrrrrrrr,positive
15265,happy mother day http bite ly fgxd,positive
15266,monday morning let whip code today,neutral
15267,ouch head hurt,negative
15268,sadness air school get two award,neutral
15269,oh goody doctor hooray iptv,neutral
15270,need monies school expensive,negative
15271,really get hang hash tag,neutral
15272,dougie poynter reply,neutral
15273,mark twain quote spot cat bugger come crime handy time,positive
15274,win able manage nights babe lil ones depend,neutral
15275,lathargic definitely need today rest sad bout havin call mentally need,negative
15276,long day head bed iloveyou,positive
15277,make muffinsss wheat jerm aannndd psyillium husk,neutral
15278,crave coffee,neutral
15279,try figure use twitter,positive
15280,nana nana rock rhinestones print onesies nana love,neutral
15281,twitter rock,neutral
15282,yeah sure,neutral
15283,huggles see reply right away boss hover today feel pissy life,negative
15284,head hurt bad,negative
15285,bow try sometimes hard,negative
15286,always tell keep suck something like fruit gum,neutral
15287,well inspirative day room design todays schedule head bed,neutral
15288,im go work,neutral
15289,happy provide backup support murderous rampage,positive
15290,get impatient turnaround time repair break arrival new espresso machine fb,negative
15291,go woodland hill gna swim drink makin best good day yee,positive
15292,hey tom happy enjoy brazil sad cuz goin see show,neutral
15293,good nite everybody baby boy,positive
15294,finally finish emulsioning bathroom gloss work,neutral
15295,rye happy mother day mums ily mummy lol,positive
15296,oh miss truck could whole place move,negative
15297,try watch lose online annoy slow internet lose,negative
15298,already miss biddy bop home mom night watch little bro get rest birthday party tomorrow,neutral
15299,totally plain simple hate thoes bridezilla show groom run far far away,negative
15300,today seem like good day even though fuel pump go car xoxo,positive
15301,miss,negative
15302,play board game,neutral
15303,wiffleball,negative
15304,happy mommas day ging lucky momma like u enjoy ur nite luv ya,positive
15305,feel bite lonely,negative
15306,holla happy early mother day,positive
15307,imnot aloud call think awesomeily,positive
15308,use love lol awesome know experience last night,positive
15309,thank check next time target hour away,neutral
15310,guy house go downstairs pant,neutral
15311,go get strawberries champagne tonight,neutral
15312,http twitpic com gy well cooool lovve ro co shoooow,positive
15313,ot ot ot,neutral
15314,cough cough hack hack,neutral
15315,um think miss jay leno,negative
15316,hott africa lol yeah hot big storm,neutral
15317,aww sorry ot hear least work though,negative
15318,follow,neutral
15319,frown us google alcohol work,negative
15320,buy new racquet wish racquet half god rest well despite recession things fkin costly,negative
15321,yea gonna need put blunt,negative
15322,dido us little gods http ow ly uin moment let stop fill word make panic,negative
15323,close three locations,neutral
15324,aww thank bro glad get u active twitter,positive
15325,recommend harney sons http www harney com order much tea think,neutral
15326,good morning since talk keep awesome tweet,positive
15327,ready tomorrow competition,neutral
15328,write scrub,neutral
15329,poor thing hang luf joe,negative
15330,mood shrimp scampi vermouth,negative
15331,feel really sick watch fifth element smoke cigg ugh hate colds,negative
15332,work work work www redirlanda es many hours spend worth let make red irlanda big,positive
15333,save frog think reply would make sense twitter work gehts abi gut,neutral
15334,meaway sorry hon know feel though usually crazy family gather probably hold back like also,negative
15335,girls come boyfriend forget,negative
15336,really wish could go weekend,positive
15337,wont let vote even tho im sign,negative
15338,heyy ur bday happy birthday,positive
15339,good pic guy look good yesterday tho ya think,positive
15340,get ready school second maths test today also last day rd year next week officially th year,neutral
15341,church,neutral
15342,dmv,neutral
15343,squirrel hate squirrels,negative
15344,go bc make break,negative
15345,bad try get live dream rule world save super hero costume,neutral
15346,happy,negative
15347,miss water cuz well go dry,negative
15348,get ready shop birmingham come,neutral
15349,ahhh engulf shooooes tell buy maany shoe,negative
15350,academically course miss already,negative
15351,saw new star trek movie good zachary quinto amazingggg,positive
15352,sushi joint close still nice lunch w angel,positive
15353,yes need listen sad sp songs,neutral
15354,want go see,neutral
15355,http twitpic com jaw frog attack chelsey lol funny,neutral
15356,dream better world come someone could live word dude,positive
15357,dev java net slowest website,negative
15358,could really fancy nap right work feel nap waste even,neutral
15359,rele doesnt want leave lfpa,neutral
15360,would u get trouble follow logic sorry,negative
15361,look forward dinner family friendsss happy mother day moms,positive
15362,agree completely attitude chutzpah,positive
15363,morning monday sigh try positive outlook day difficult already,neutral
15364,well poop look like office key key neighbor key bike rid,neutral
15365,sky monday,neutral
15366,congratulations xo,positive
15367,get grass,neutral
15368,think go fun day,neutral
15369,need new job either closer home worth drive,positive
15370,wake ungodly hours go work start get old least coffee good,positive
15371,yaoo sonnnny,neutral
15372,pop see samson delilah arvo hear good,positive
15373,fun see glimpse life,positive
15374,rush lunchtime anyway,neutral
15375,yeah neither huntsville would quit job one job,neutral
15376,like see like must something make smile,negative
15377,dam haha would cool brianna fly haha,positive
15378,amaze best time hope good weekend,positive
15379,crossfit run today agitate right leg,negative
15380,think less tribute parody,negative
15381,http bite ly cty celtic live,neutral
15382,wait hand work tomorrow im practically finish year yay,neutral
15383,happy mother day wonderful moms matalatine,positive
15384,wish know someone could hook us friend tell get crappy seat show chi,negative
15385,glad like,positive
15386,shiny thank head hour ahead,positive
15387,oh say sellout fluke turn projector break still think film bloody good time tho,neutral
15388,tat psp father name hw end userid long story vishnupsp user id almost sit,neutral
15389,wake wash class till chillin g build nigguhs bby come ilh,neutral
15390,awesome day,positive
15391,sweeny todd awesome movie best,positive
15392,yay nekkid write work keep warm awe k always cactus good luck,positive
15393,wow almost get involve big fight school ah anyways text go causin house plus game crazy,positive
15394,know twitter come show tomorrow lorraine make,neutral
15395,dog run awayyy,negative
15396,internet painfully slow today,negative
15397,mobile web win let look awesome though one read tweet anyway,neutral
15398,make officially unavailable best friend,negative
15399,know pero available na yata eh sa singapore though,neutral
15400,congrats new phone,positive
15401,la mania mask whoooops,neutral
15402,think morning worry soon pass,positive
15403,sport day charlotte,neutral
15404,endlessly fascinate dual engine monitor cab remind sustainability fail sorry next gen,negative
